"problem","model","data_file","configuration","status","time","run","solveTime","restarts","backjumps","flatBoolVars","flatIntConstraints","flatIntVars","flatBoolConstraints","trailMem","randomSeed","evaluatedHalfReifiedConstraints","intVars","nodes","peakMem","propagators","boolVariables","initTime","eliminatedImplications","peakDepth","nogoods","optTime","evaluatedReifiedConstraints","flatTime","paths","propagations","nSolutions","variables","failures","baseMem","method","objective"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.1643524505198002","prize","0.026","13","5","91","129","53","38","0.19","1615429156","32","63","242","0.0","165","1187","0.003","8","9","147","0.025","69","0.039728","0","32734","13","1252","147","0.0","maximize","17"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","59.86299104616046","prize","59.652","188","26691","566","680","167","133","0.63","1615429461","108","196","266230","0.0","1305","10321","0.019","27","27","236695","53.263","487","0.059574","0","211188553","188","10519","236695","0.0","maximize","65"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.24927668273448944","prize","0.087","33","36","142","192","71","53","0.19","1615429454","44","84","1026","0.0","273","2044","0.005","11","12","714","0.087","111","0.046061","0","195049","33","2130","714","0.0","maximize","14"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","4.221534766256809","prize","4.048","99","3832","349","435","125","98","0.42","1615429567","80","147","45725","0.0","759","6170","0.011","20","20","40605","3.851","291","0.052533","0","21101319","99","6319","40605","0.0","maximize","42"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-6.dzn","Chuffed","OPTIMAL_SOLUTION","40.834058590233326","prize","40.632","179","27882","550","671","149","85","0.63","1615429988","118","181","253797","0.0","1398","9851","0.018","","28","222948","33.678","493","0.055384","0","183592094","179","10034","222948","0.0","maximize","112"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-9.dzn","Chuffed","OPTIMAL_SOLUTION","6.316462330520153","prize","6.141","175","6254","395","496","124","70","0.42","1615429595","98","151","62759","0.0","978","7004","0.013","","23","54077","4.941","348","0.051329","0","36995019","175","7157","54077","0.0","maximize","65"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-6.dzn","Chuffed","SATISFIED","300.17361918464303","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.069678","0","","264","","","","maximize","-897"
"prize","data/prize/prize_imp.mzn","data/prize/18-3-6-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.7894095778465271","prize","0.642","92","934","220","293","89","49","0.28","1615430074","70","109","9448","0.0","516","3729","0.007","","17","7574","0.618","187","0.042541","0","2924735","92","3840","7574","0.0","maximize","35"
"prize","data/prize/prize_imp.mzn","data/prize/16-4-4-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.3722929358482361","prize","0.21","55","249","179","244","79","43","0.28","1615429935","62","97","2442","0.0","411","2959","0.006","","15","1677","0.204","150","0.044677","0","654694","55","3058","1677","0.0","maximize","57"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-2.dzn","Chuffed","SATISFIED","300.1170620396733","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.063727","0","","268","","","","maximize","92"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-8.dzn","Chuffed","OPTIMAL_SOLUTION","4.580917123705149","prize","4.324","123","3908","436","534","143","113","0.42","1615429153","92","168","44372","0.0","975","7952","0.026","23","23","38677","3.743","369","0.056532","0","28413896","123","8122","38677","0.0","maximize","63"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-2.dzn","Chuffed","OPTIMAL_SOLUTION","4.9784004762768745","prize","4.806","108","7036","349","435","125","98","0.42","1615429529","80","147","55201","0.0","759","6030","0.011","20","20","46754","4.642","291","0.051376","0","24317460","108","6179","46754","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","59.82184814661741","prize","59.634","204","22479","550","671","149","85","0.63","1615430055","118","181","334360","0.0","1398","10129","0.017","","29","308583","51.854","493","0.051415","0","270018987","204","10312","308583","0.0","maximize","104"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-6.dzn","Chuffed","SATISFIED","300.0880046784878","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.064225","0","","276","","","","maximize","-887"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-8.dzn","Chuffed","OPTIMAL_SOLUTION","43.45801346004009","prize","43.26","186","23012","485","598","139","79","0.63","1615429575","110","169","229025","0.0","1221","9053","0.016","","27","203082","41.377","432","0.054335","0","159615881","186","9224","203082","0.0","maximize","93"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-1.dzn","Chuffed","SATISFIED","300.0846249833703","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.067829","0","","290","","","","maximize","-4912"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.22603675350546837","prize","0.066","29","56","109","158","59","31","0.19","1615429715","46","73","673","0.0","237","1662","0.004","","11","411","0.062","88","0.042753","0","121656","29","1737","411","0.0","maximize","43"
"prize","data/prize/prize_orig.mzn","data/prize/45-5-9-1.dzn","Chuffed","SATISFIED","300.0835707820952","prize","","","","1297","1479","269","218","","","176","","","","","","","44","","","","1167","0.085154","0","","310","","","","maximize","-6955"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-1.dzn","Chuffed","SATISFIED","300.1728188097477","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.063431","0","","307","","","","maximize","-893"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-4.dzn","Chuffed","OPTIMAL_SOLUTION","3.394567646086216","prize","3.235","100","6971","289","374","104","58","0.42","1615430020","82","127","45469","0.0","696","4974","0.009","","19","37271","3.077","250","0.047663","0","16562821","100","5103","37271","0.0","maximize","70"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-7.dzn","Chuffed","OPTIMAL_SOLUTION","73.43435460329056","prize","73.239","163","54385","485","598","139","79","0.63","1615430093","110","169","429979","0.0","1221","8608","0.015","","27","372922","64.239","432","0.053538","0","263918207","163","8779","372922","0.0","maximize","64"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-0.dzn","Chuffed","OPTIMAL_SOLUTION","297.2709237597883","prize","297.061","273","96406","712","842","191","153","0.63","1615429455","124","224","1026988","0.0","1683","14584","0.022","31","31","925289","272.874","621","0.058049","0","951295407","273","14810","925289","0.0","maximize","115"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-4.dzn","Chuffed","OPTIMAL_SOLUTION","0.19475306943058968","prize","0.039","24","9","91","129","53","38","0.19","1615429203","32","63","357","0.0","165","1193","0.003","8","10","192","0.039","69","0.043087","0","42903","24","1258","192","0.0","maximize","0"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-9.dzn","Chuffed","OPTIMAL_SOLUTION","64.19053794816136","prize","63.994","201","27176","550","671","149","85","0.63","1615429609","118","181","344261","0.0","1398","10451","0.018","","29","313786","47.007","493","0.057236","0","250901168","201","10634","313786","0.0","maximize","96"
"prize","data/prize/prize_imp.mzn","data/prize/15-3-5-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.3850479908287525","prize","0.223","70","223","160","221","74","40","0.28","1615429933","58","91","2853","0.0","363","2639","0.005","","14","2004","0.218","133","0.044562","0","640812","70","2732","2004","0.0","maximize","27"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-0.dzn","Chuffed","OPTIMAL_SOLUTION","6.201852176338434","prize","6.031","116","8568","349","435","125","98","0.42","1615429531","80","147","63461","0.0","759","6046","0.011","20","20","53267","5.909","291","0.051772","0","26944707","116","6195","53267","0.0","maximize","63"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-9.dzn","Chuffed","OPTIMAL_SOLUTION","123.34574296697974","prize","123.112","294","49756","712","842","191","153","0.63","1615429159","124","224","464717","0.0","1683","14064","0.022","31","31","409394","115.423","621","0.059606","0","469960584","294","14290","409394","0.0","maximize","77"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.18325388804078102","prize","0.033","19","31","67","104","44","22","0.19","1615429670","34","55","338","0.0","138","986","0.002","","8","193","0.032","52","0.040739","0","34382","19","1043","193","0.0","maximize","19"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-3.dzn","Chuffed","SATISFIED","300.1282492913306","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.074049","0","","310","","","","maximize","-7947"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-4.dzn","Chuffed","OPTIMAL_SOLUTION","1.0048654899001122","prize","0.853","71","393","271","345","107","83","0.28","1615429457","68","126","11184","0.0","570","4588","0.009","17","18","9963","0.798","222","0.047087","0","4604810","71","4716","9963","0.0","maximize","38"
"prize","data/prize/prize_orig.mzn","data/prize/45-5-9-8.dzn","Chuffed","SATISFIED","300.117663346231","prize","","","","1297","1479","269","218","","","176","","","","","","","44","","","","1167","0.084076","0","","293","","","","maximize","-7931"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-8.dzn","Chuffed","OPTIMAL_SOLUTION","0.22845986858010292","prize","0.06","31","84","109","158","59","31","0.19","1615429672","46","73","709","0.0","237","1700","0.004","","11","401","0.059","88","0.042342","0","109951","31","1775","401","0.0","maximize","41"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","3.7006244100630283","prize","3.539","99","4047","289","374","104","58","0.42","1615430134","82","127","44853","0.0","696","5147","0.009","","19","39620","3.356","250","0.047418","0","17338715","99","5276","39620","0.0","maximize","42"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-6.dzn","Chuffed","OPTIMAL_SOLUTION","39.49342994019389","prize","39.295","214","23508","566","680","167","133","0.63","1615429569","108","196","210952","0.0","1305","10537","0.017","27","27","183896","36.538","487","0.055761","0","161457965","214","10735","183896","0.0","maximize","54"
"prize","data/prize/prize_orig.mzn","data/prize/16-4-4-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.46040550619363785","prize","0.305","63","197","224","290","95","73","0.28","1615429215","60","112","3499","0.0","459","3583","0.007","15","16","2614","0.284","181","0.048424","0","1106157","63","3697","2614","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-7.dzn","Chuffed","OPTIMAL_SOLUTION","82.973488047719","prize","82.757","204","34761","550","671","149","85","0.63","1615429986","118","181","384147","0.0","1398","9775","0.018","","29","346158","71.878","493","0.055741","0","292094277","204","9958","346158","0.0","maximize","64"
"prize","data/prize/prize_imp.mzn","data/prize/15-3-5-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.3491061143577099","prize","0.193","52","331","160","221","74","40","0.28","1615429820","58","91","2584","0.0","363","2593","0.005","","13","1747","0.182","133","0.043925","0","566082","52","2686","1747","0.0","maximize","38"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-9.dzn","Chuffed","OPTIMAL_SOLUTION","110.61857797577977","prize","110.406","294","50547","619","748","159","91","0.63","1615429758","126","193","452828","0.0","1587","11796","0.019","","30","397025","103.771","558","0.055245","0","388444225","294","11991","397025","0.0","maximize","77"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","6.674460653215647","prize","6.5","166","7218","367","464","119","67","0.42","1615430075","94","145","65868","0.0","903","6588","0.012","","22","56363","5.984","322","0.049983","0","32555089","166","6735","56363","0.0","maximize","39"
"prize","data/prize/prize_orig.mzn","data/prize/25-5-5-2.dzn","Chuffed","OPTIMAL_SOLUTION","10.054830379784107","prize","9.867","136","5965","467","569","149","118","0.42","1615429562","96","175","81757","0.0","1053","8760","0.015","24","25","73712","9.211","397","0.056552","0","55185545","136","8937","73712","0.0","maximize","53"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-4.dzn","Chuffed","OPTIMAL_SOLUTION","0.2178095057606697","prize","0.071","25","48","142","192","71","53","0.19","1615429454","44","84","883","0.0","273","2068","0.004","11","12","620","0.068","111","0.044796","0","174851","25","2154","620","0.0","maximize","9"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-3.dzn","Chuffed","OPTIMAL_SOLUTION","34.58130440488458","prize","34.384","182","13467","566","680","167","133","0.63","1615429461","108","196","183710","0.0","1305","10662","0.018","27","27","167167","31.62","487","0.056536","0","149450541","182","10860","167167","0.0","maximize","77"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-2.dzn","Chuffed","OPTIMAL_SOLUTION","0.17380164191126823","prize","0.032","18","14","91","129","53","38","0.19","1615429156","32","63","328","0.0","165","1203","0.003","8","9","189","0.032","69","0.04215","0","41202","18","1268","189","0.0","maximize","25"
"prize","data/prize/prize_imp.mzn","data/prize/18-3-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.9807933196425438","prize","0.827","70","1207","220","293","89","49","0.28","1615429990","70","109","12558","0.0","516","3657","0.007","","17","10555","0.777","187","0.046072","0","3941964","70","3768","10555","0.0","maximize","48"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-7.dzn","Chuffed","SATISFIED","300.13814586028457","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.069094","0","","199","","","","maximize","-3899"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-9.dzn","Chuffed","OPTIMAL_SOLUTION","49.38956447318196","prize","49.168","217","29752","485","598","139","79","0.63","1615429590","110","169","271608","0.0","1221","8917","0.016","","26","238406","45.218","432","0.053811","0","185790494","217","9088","238406","0.0","maximize","105"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-9.dzn","Chuffed","SATISFIED","300.1619334369898","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.06757","0","","354","","","","maximize","-3912"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-0.dzn","Chuffed","OPTIMAL_SOLUTION","92.79679366573691","prize","92.586","200","36682","550","671","149","85","0.63","1615430074","118","181","436952","0.0","1398","9931","0.016","","28","396881","82.992","493","0.055735","0","337085413","200","10114","396881","0.0","maximize","87"
"prize","data/prize/prize_orig.mzn","data/prize/16-4-4-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.46590230613946915","prize","0.323","65","344","224","290","95","73","0.28","1615429455","60","112","4325","0.0","459","3550","0.007","15","16","3262","0.302","181","0.043782","0","1334408","65","3664","3262","0.0","maximize","43"
"prize","data/prize/prize_orig.mzn","data/prize/20-4-5-6.dzn","Chuffed","OPTIMAL_SOLUTION","1.4661140777170658","prize","1.257","104","1115","322","404","119","93","0.42","1615429153","76","140","16751","0.0","693","5762","0.021","19","19","14288","1.229","267","0.050921","0","7560379","104","5904","14288","0.0","maximize","47"
"prize","data/prize/prize_orig.mzn","data/prize/25-5-5-1.dzn","Chuffed","OPTIMAL_SOLUTION","8.247945800423622","prize","8.061","155","5054","467","569","149","118","0.42","1615429527","96","175","71005","0.0","1053","8565","0.015","24","24","63627","6.654","397","0.057428","0","44069468","155","8742","63627","0.0","maximize","41"
"prize","data/prize/prize_imp.mzn","data/prize/18-3-6-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.7906707562506199","prize","0.636","58","1084","220","293","89","49","0.28","1615430058","70","109","10085","0.0","516","3739","0.007","","17","8329","0.577","187","0.046179","0","3119273","58","3850","8329","0.0","maximize","42"
"prize","data/prize/prize_imp.mzn","data/prize/20-4-5-4.dzn","Chuffed","OPTIMAL_SOLUTION","1.3217129707336426","prize","1.141","84","1093","265","346","99","55","0.42","1615429573","78","121","14689","0.0","633","4362","0.009","","19","12693","1.101","228","0.047622","0","6082785","84","4485","12693","0.0","maximize","39"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-8.dzn","Chuffed","OPTIMAL_SOLUTION","0.19297824800014496","prize","0.035","21","9","91","129","53","38","0.19","1615429227","32","63","301","0.0","165","1212","0.003","8","9","145","0.034","69","0.044527","0","34495","21","1277","145","0.0","maximize","18"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-8.dzn","Chuffed","OPTIMAL_SOLUTION","189.96139117330313","prize","189.753","292","106483","619","748","159","91","0.63","1615429773","126","193","839749","0.0","1587","11712","0.02","","30","728069","165.332","558","0.058073","0","629796866","292","11907","728069","0.0","maximize","86"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-7.dzn","Chuffed","SATISFIED","300.11564273387194","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.068051","0","","273","","","","maximize","-4912"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-0.dzn","Chuffed","SATISFIED","300.13395465910435","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.062781","0","","216","","","","maximize","-3900"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-3.dzn","Chuffed","OPTIMAL_SOLUTION","5.145089291036129","prize","4.966","149","3099","436","534","143","113","0.42","1615429460","92","168","48111","0.0","975","7930","0.013","23","23","42827","4.019","369","0.057587","0","29201092","149","8100","42827","0.0","maximize","80"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-7.dzn","Chuffed","OPTIMAL_SOLUTION","4.5636728964746","prize","4.389","144","4896","395","496","124","70","0.42","1615430015","98","151","51137","0.0","978","7096","0.013","","24","44240","3.584","348","0.051027","0","27101328","144","7249","44240","0.0","maximize","44"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-5.dzn","Chuffed","OPTIMAL_SOLUTION","35.33835481852293","prize","35.152","248","11426","485","598","139","79","0.63","1615430091","110","169","175328","0.0","1221","8854","0.015","","26","160242","32.07","432","0.052764","0","127289253","248","9025","160242","0.0","maximize","52"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.20979032292962074","prize","0.064","26","36","142","192","71","53","0.19","1615429455","44","84","720","0.0","273","2036","0.004","11","12","457","0.061","111","0.040269","0","144090","26","2122","457","0.0","maximize","37"
"prize","data/prize/prize_imp.mzn","data/prize/20-4-5-2.dzn","Chuffed","OPTIMAL_SOLUTION","1.0653215870261192","prize","0.912","106","1284","265","346","99","55","0.42","1615429618","78","121","10773","0.0","633","4529","0.009","","18","8306","0.85","228","0.046911","0","4370156","106","4652","8306","0.0","maximize","47"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.1725933663547039","prize","0.032","12","2","91","129","53","38","0.19","1615429204","32","63","269","0.0","165","1184","0.003","8","9","184","0.03","69","0.042625","0","37233","12","1249","184","0.0","maximize","32"
"prize","data/prize/prize_imp.mzn","data/prize/15-3-5-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.3910420797765255","prize","0.249","60","216","160","221","74","40","0.28","1615429932","58","91","3041","0.0","363","2561","0.005","","13","2294","0.232","133","0.043668","0","763562","60","2654","2294","0.0","maximize","24"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.18886041641235352","prize","0.031","19","29","67","104","44","22","0.19","1615429671","34","55","334","0.0","138","999","0.002","","8","195","0.031","52","0.042694","0","33322","19","1056","195","0.0","maximize","38"
"prize","data/prize/prize_orig.mzn","data/prize/40-5-8-0.dzn","Chuffed","SATISFIED","300.0878498144448","prize","","","","1052","1214","239","193","","","156","","","","","","","39","","","","937","0.077031","0","","259","","","","maximize","-4915"
"prize","data/prize/prize_orig.mzn","data/prize/25-5-5-3.dzn","Chuffed","OPTIMAL_SOLUTION","7.452484741806984","prize","7.271","134","4676","467","569","149","118","0.42","1615429535","96","175","59059","0.0","1053","8283","0.015","24","24","52351","6.057","397","0.05606","0","42829001","134","8460","52351","0.0","maximize","76"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-1.dzn","Chuffed","OPTIMAL_SOLUTION","4.806535761803389","prize","4.637","105","7461","367","464","119","67","0.42","1615430040","94","145","49522","0.0","903","6360","0.012","","23","40597","3.765","322","0.050103","0","25314178","105","6507","40597","0.0","maximize","89"
"prize","data/prize/prize_orig.mzn","data/prize/45-5-9-9.dzn","Chuffed","SATISFIED","300.11816934123635","prize","","","","1297","1479","269","218","","","176","","","","","","","44","","","","1167","0.088255","0","","324","","","","maximize","-7924"
"prize","data/prize/prize_orig.mzn","data/prize/30-5-6-7.dzn","Chuffed","OPTIMAL_SOLUTION","108.8422441482544","prize","108.629","204","32846","637","759","179","143","0.63","1615429458","116","210","434506","0.0","1488","11785","0.02","29","30","398193","91.606","552","0.060054","0","375996355","204","11997","398193","0.0","maximize","64"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-6.dzn","Chuffed","SATISFIED","300.0988541841507","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.066819","0","","219","","","","maximize","-4923"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-2.dzn","Chuffed","OPTIMAL_SOLUTION","7.161959387362003","prize","6.986","136","5999","395","496","124","70","0.42","1615430127","98","151","70065","0.0","978","7343","0.012","","24","62160","6.669","348","0.050217","0","39914190","136","7496","62160","0.0","maximize","53"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.2566603198647499","prize","0.095","36","80","142","192","71","53","0.19","1615429216","44","84","1191","0.0","273","2098","0.005","11","12","802","0.092","111","0.044666","0","225092","36","2184","802","0.0","maximize","49"
"prize","data/prize/prize_imp.mzn","data/prize/20-4-5-5.dzn","Chuffed","OPTIMAL_SOLUTION","1.048684999346733","prize","0.891","87","776","265","346","99","55","0.42","1615429569","78","121","11632","0.0","633","4596","0.009","","18","9854","0.853","228","0.047937","0","4555082","87","4719","9854","0.0","maximize","37"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-5.dzn","Chuffed","SATISFIED","300.07230731472373","prize","","","","619","748","159","91","","","126","","","","","","","","","","","558","0.057522","0","","170","","","","maximize","-3908"
